title,content,published_at,source,topic
BTS' J-Hope aka Jung Hoseok is the SCARIEST member – here's why,"BTS ARMY today we are here with a Bangtan Bomb featuring the septet – RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook. It's from the Butter Era and features Jung Hoseok aka Hobi's scary side. Yep, you read that right. J-Hope is usually considered as the sunshine of BTS, the most cheerful person. However, there are times when he loses his cool too. And when J-Hope loses his cool, he's the scariest BTS member So, ARMY, we came across a video wherein BTS' eldest member Kim Seokjin aka Jin is seen having a hearty laugh whereas J-Hope is quite serious and kinda furious too. The reason for the same is Kim Namjoon aka RM goofing up with the choreography of Butter. The Bangtan Boys – RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook – performed their popular hit single Butter on The Stephen Colbert Show. And during the take, RM messed up the choreography towards the end. When Jin and Hobi were checking out the tape towards the end, Jin was seen having a hearty laugh whereas J-Hope seems utter serious about the whole thing.' Being the dance lead for BTS, J-Hope looks after the choreography as well. So when anybody goofs up, J-hope immediately catches it and makes him redo it all. This has been seen during the 3J's Megan Thee Stallion X Butter remix choreography. They practised and shot over and over again. Till they got it right Whenever the BTS members goof up the choreography, they naturally look at J-Hope who is already looking at them. It's like he gets it telepathically. It's funny and also a very admirable thing about Hobi, don't you think?",2022-08-26T07:00:00Z,1,7
BTS: Kim Seokjin is surprised with J-Hope's Sherlock brain as he unwittingly solves Wootteo mystery,"Kim Seokjin aka Jin the eldest member of BTS, one of the biggest boy bands in the world is going to drop his solo single soon. The ARMYs are super excited as this will be Jin's gift to them before he joins the mandatory service in the South Korean military. Titled, The Astronaut, the BTS ARMY is super freaked out over its link with his song Moon and the reference to the bond between Jin and the ARMY. It is indeed special for both, the ARMY and Mr Worldwide Handsom Jin. And amidst the excitement, MR Wootteo created huge confusion and mystery. But Jung Hoseok aka J-Hope was able to solve it all Last night on Weverse, the logo and the teaser of the logo of Kim Seokjin's The Astronaut was dropped and Hollywood News broke. ARMY went berserk after watching the promotional teaser. And around the same time, an account called Wootteo was created which dropped a couple of videos and images online which resembled the theme of Jin's music single The Astronaut. Everyone wondered who it was It seems Wootteo is Jin himself. BTS' eldest member Jin seems to have created a new character called Wootteo, especially for the promotion of his solo single, The Astronaut. Jin was active on Weverse a couple of minutes ago and when he came across a post featuring J-Hope's comment on Wootteo's post, he commented saying that he didn't tell him anything. Jin was surprised that Hobi came to know about Wootteo so soon and asked him if he was given a mission by the company Kim Seokjin's single The Astronaut is releasing on 28th October. On the other hand, Jin has cancelled his request to delay his military enlistment. He will begin the procedure to enlist in the military by the end of October",2022-10-19T07:00:00Z,1,7
Jungkook asks J-Hope reason behind not including him in Run BTS dance video: 'Mine was okay too',"The clip started with J-Hope doing the hook step. Several other artists including Enhypen, Tomorrow x Together (TXT), Seventeen, and New Jeans among others also took up the challenge. The clip ended with Suga and Jimin dancing to Run BTS. Though J-Hope didn't caption the post, he added folded hands and purple heart emojis. Jungkook dropped two comments on the post. As translated by Twitter user @btsinthemoment, he said, ""Why didn't you include me jyahope (J-Hope)?"" He also wrote, ""Mine was okay too, hm..."" BTS ARMY took to Twitter and teased J-Hope. A person wrote, ""Tell us hobi, why didn't you include Jungkookie's video in the compilation?"" A tweet read, ""He needs his Hobi hyung (elder brother) to praise him too, Hobi and Joon you gotta post his video on your story."" Another fan wrote, ""It’s ok baby you were just going for different vibes that’s why Jyahope did his separately. He still thinks you did great."" Recently, Jungkook too took up the challenge. The singer, who was then in Qatar for the FIFA World Cup, posted a brief video clip on Instagram. He chose to introduce his own steps and danced to a slower version of the choreography inside his hotel room. On Wednesday several pictures of the hotel, where Jungkook stayed in Qatar, emerged online. The singer was seen posing with the hotel staff for pictures. He also had a meal with several people in the hotel and shared conversations in several photos. Jungkook performed his track Dreamers at the opening ceremony of the world cup in Qatar. He was also joined by Qatari singer Fahad Al-Kubaisi.",2022-11-24T08:00:00Z,2,7
"BTS: When Jungkook, Jin and J-Hope were background dancers in 2AM member Jo Kwan's songs [Watch Videos] ","BTS is currently one of the biggest boybands and also the most talked-about boys in the world. Their popularity, songs, looks everything is discussed around the globe whether one is a fan or not. Today, we will be having a look at some throwback of BTS members – Kim Seokjin aka Jin, Jung Hoseok aka J-Hope and Jeon Jungkook aka Jungkook. It goes without saying that the BTS members had their share of struggles before they debuted as BTS. So, we are here with pre-debut videos of BTS' Jin, J-Hope and Jungkook when they were background dancers for other band members We came across videos of Jin, J-Hope and Jungkook from their pre-debut era. Jungkook and Hobi worked as background dancers for 2AM member Jo Kwan for a performance/video. They are performing for Jo Kwan's I'm Da One. Jin, on the other hand, is seen as an extra in the MV of Jo Kwan's song. The video link was shared online on Twitter. It just shows what a tremendous journey the Bangtan Boys have had from being the background dancers to ruling the music industry altogether J-Hope also worked as a trainee for one of Jo Kwan's songs. An ARMY shared the video of the same online. It is from the song Animal. It was performed on a stage wherein J-Hope also performed on stage alongside Jo Kwan Interestingly, Jo Kwan met J-Hope recently. He shared a couple of pictures on his Twitter handle. It's the talk of the town and buzzing hot in Hollywood News. J-Hope gifted his album, Jack In the Box and its merch to Jo Kwan. And hence, ARMY brought back the videos and the images of J-Hope, Jungkook and other BTS members when they worked as extras in Jo Kwan's songs/videos Meanwhile, BTS is soon going to enlist in the military after their schedules are over. Jin will be the first to join the military. In other news, Jungkook is cooking up a storm in Qatar due to his FIFA schedule. J-Hope is being a social butterfly, it seems",2022-10-27T07:00:00Z,1,7
J-Hope makes BTS ARMY cry as he dials up Jin from stage ahead of his military service: 'I'll come back safely',"BTS was honoured with the special MAMA Platinum award, a new award given to artists who won all four Daesangs at once at MAMA. In 2019 BTS won Artist of the Year, Album of the Year, Song of the Year and Worldwide Icon of the Year. They won all four awards three years in a row in 2019, 2020, and 2021. J-Hope went up on stage to receive all the awards, representing the group. During his acceptance speech, J-Hope made a phone call to Jin. As translated by Instagram user parkjimin.bts.95, J-Hope said, ""It would have been really really nice if the members could come up and express their gratitude as well, and it’s a shame they weren’t able to. Actually, I’ve prepared one thing. Jin said he had something he wanted to say so let me quickly call him."" After Jin received the call, J-Hope said, ""I’m doing my award acceptance speech right now, but could you just say one thing? There are many fans who want to see you."" Jin then said, ""Hello everyone, it’s BTS Jin. I thank you so much for giving us an honorable award, and.. our army!! Our armys, thank you so so much and I love you. and our members, you've always worked hard. Our members, I love you so so much too."" As J-Hope interrupted him, Jin said he wasn't done and continued, ""The weather’s getting colder, so everyone, please watch out so you don’t catch a cold and don’t get sick and take care of your health. I won’t be able to see anyone at official events now, but I’ll come back next time with good music. Everyone, I’ll go and come back safely from the military! Thank you!"" Reacting to the post, fans dropped crying and sad emojis. A person commented, ""Oh I'm excited, I feel sad, I feel homesick too... thank you Hobi for giving us the opportunity to hear Jin's greetings. Love you Jin we will wait for your return."" ""What beautiful words from Jin we miss you baby. It was a beautiful gift for us."" After his performance, J-Hope did a live session on Weverse for fans. He said, ""I tried making it a show-like performance for Jack in the Box. I finished the performance and tried my best but I do have some regrets. There's no way there won't be parts that I don't feel regretful about. "" J-Hope also said that he doesn't have regrets about his album at all as he thinks of it as 'music made by J-Hope of a certain time'. The rapper also added that he is 'fully aware it's not an album that can not make everyone content'. Talking about RM's upcoming album Indigo, J-Hope said he is 'planning to listen to it and get some healing soon'. He signed off teasing fans that he has already listened to the songs.",2022-12-01T08:00:00Z,2,7
BTS: Visuals of J-Hope aka Hobi running around the airport to find his luggage leaves ARMY heartbroken [Watch Video] ,"In the latest BTS updates today, BTS ARMY is furious and disappointed, to say the least. And not because of the members but because certain visuals and clips that have surfaced online have left them heartbroken. In case you are not in the know, visuals of BTS member J-Hope aka Jung Hoseok running around at the airport are going viral. J-Hope aka Hobi recently jetted off to Japan to attend MAMA 2022. He represented all the seven members of BTS there. However, when it is said that in Tokyo airport, J-Hope was seen running around at the airport. The reason, as reported, is very heartbreaking and surprising So the latest buzzing hot report in the Hollywood News section is the video of J-Hope running helter-skelter at the airport. As per Allkpop, a reporter managed to get the visuals of Jung Hoseok at the airport. A media report in Top Star News states that the Jack In The Box hitmaker seemed to have lost his luggage. It is being said that someone mistakenly took Hobi's luggage and that the Run BTS rapper was running around to find it all by himself Seeing J-Hope run around at the airport to find his luggage all alone has left ARMY wondering where the staff and managers of HYBE aka Big Hit Entertainment were. They have expressed their anger about Hobi having no help while he looked for his luggage who apparently was missing. Though he eventually managed to find it, ARMYs are heartbroken by the visuals. While there is no confirmation of the same, fans are very upset Meanwhile, J-Hope stole the show at MAMA 2022. He performed on the songs from his solo album, Jack In The Box and also swept several awards for himself and the other BTS members",2022-12-07T08:00:00Z,1,7
BTS: J-Hope aka Jung Hoseok to perform at Thailand for the 37th Golden Disc Awards [Read Deets],"BTS member Jung Hoseok aka J-Hope is on a roll. After performing at Lollapalooza and MAMA Awards 2022, Jung Hoseok will be doing a solo stage at the 37th Golden Disc Awards. The award show is going to happen at the Rajamangala Stadium of Bangkok. His album, Jack In The Box is nominated in the Album Of The Year Category. The award show is going to happen on January 7, 2023. As we know, Jack In The Box was rated by Rolling Stone amongst the top ten albums of the year. It has come in the top 50 by other music magazines. Jack In The Box is purely a hip hop album which saw Jung Hoseok break away from his usual genre It remains to be seen if he will win the Album Of The Year this time. BTS won a number of awards at the event. J-Hope aka Jung Hoseok received all of them. His performance was simply dazzling. On stage, he danced on songs like More and Arson. At Lollapalooza in June 2022, he performed before a crowd of more than a lakh audience. This is a great opportunity for Thai BTS ARMYs to see J-Hope. The Rajamangala Stadium has a capacity of 65K.' The dance leader, rapper and sub vocalist of BTS J-Hope aka Jung Hoseok has come into his own in 2022. His first album proved his calibre as a music producer, song writer and singer. Everyone was gaga over the kind of promotions he conceptualised around the album. He looks like a beast on stage and ARMYs are loving it J-Hope shared adorable pics with Kim Seokjin who has now joined the Korean military. We know that they adore each other. It seems Jin cooked a lavish dinner for everyone before he left for the military. We cannot wait to see what Jung Hoseok aka J-Hope will bring on stage at the Rajmangala Stadium",2022-12-14T08:00:00Z,1,7
Jin gets a sweet surprise from J-Hope ahead of his military enlistment; BTS member sends him goodbye cake. See pics,"As translated by Twitter user @bora_twts, the text on the cake read, “Happy Birthday my friend Merry Christmas JYAN [wishing for a] very fast discharge from the military."" Another Twitter user @miiniyoongs shared the details of the cake. Their tweet read, ""Words written in white on green portion: (jeonyeok) = discharge (from military service), words written in red on white portion: jyan, words written in white on pink portion: (nae chingu) = my friend."" Recently, Jin celebrated his 30th birthday during which he held a live session with fans on Weverse. Jin said that J-Hope was the first one to wish him on social media. He also sang his song Astronaut, but with a twist, “When I’m with you, there is no Jin birthday.” As translated by Twitter user @BTStranslation_, J-Hope posted a message on Twitter on Jin's birthday. Sharing a picture hugging Jin, he wrote, “Our hyung (elder brother) is mine~ #JinHyungHBD #MakingARMYsJealous #HappyJINday #ToSeokjin_ARMYsLove_IsAHugeCatch (like in fishing)."" Earlier this week, BigHit Music released a statement ahead of Jin's military service. The statement read, ""Jin will fulfill his required time with the military by enlisting in the army. Please note that we will not be holding any kind of official event on the day of his recruitment."" ""We ask for your continued love and support for Jin until he finishes his military service and comes back. Our company will also strive to provide every support he needs during this time,"" concluded the note. BigHit Music had announced in October that all BTS members--RM, Jin, Suga, J-Hope, Jimin, V, and Jungkook, will fulfill their mandatory military service before reconvening around 2025, beginning with Jin.",2022-12-08T08:00:00Z,2,7
BTS' Jungkook wants fans to think this about him when they see his photo folio Time Difference. Watch,"Reacting to the post, a BTS ARMY said, ""Jungkook wasn't lying when he said 'please wait for sexy Jungkook next time'."" Another fan commented, ""Save this picture, screenshot it, make a PowerPoint out of it, present it, project in a wall, scan it, print it, hang it in a museum, tape it everywhere, put it in a billboard, stick it in buses and planes, take a picture of it, spread it, send it to the space, never delete it."" Another comment read, “Someone help me, I can't continue anymore. I mean, what good work did we do that we have to see such a day."" Earlier, BangtanTV shared a behind-the-scenes video on YouTube of Jungkook speaking about the photobook, sharing messages for the ARMY and talking about the shoot. He said, ""I've never done this kind of thing by myself. It really is my first time, so I feel kind of shy and awkward. But at the same time, it feels different and I feel like I could be more focussed."" Jungkook also said in the video, ""I usually don't have this much passion for producing, but this time it was different."" He said that he wanted it to be enjoyable for the viewers, ""'When Jungkook puts his mind to it, he can show all these different charms' I hope that's what you think when you see it."" As per the official statement, shared on Weverse, Jungkook will feature as a vampire in the photobook. The statement read, ""The concept of the photobook expressing the Time Difference between the day and night, shows how a human becomes vulnerable to the sunlight (Day) the moment he turns into a vampire but also how he becomes a complete vampire in a pitch black darkness (Night) with his inner self expressing hunger and thirst for power unlike his all the more attractive and beautiful appearance."" In this photobook, about 80 pages of Jungkook's photos portrayed in red, grey and black will be seen. The photobook also includes a mini poster, folder poster, stamp, photo card, a random photo card and a wine coaster. There is also a secret section at the end of the photobook. Apart from Jungkook, BTS Special 8 Photo-Folio has been planned for all the members – RM, Jin, Suga, J-Hope, Jimin and V. It will officially release on November 2 this year.",2022-08-18T07:00:00Z,2,10
"BTS: Jungkook flaunts new friendship tattoo behind ear, gives glimpse of full sleeve; V gets '7' inked on arm. See pics","In the pictures, several new designs and colours were also seen added to Jungkook's existing tattoos. The artist also added his 'nickname' on Jungkook's arm. On his arm, Jungkook added 'Bullet Proof' in blue over the space, which previously had an eye, he also coloured his previous black and white mic to blue. Sharing the pictures, the artist wrote, ""BTS friendship tattoo '7'. And Cover up collection. Thank you Jungkook."" In another post, polyc_sj shared a photo as he posed with Jungkook. He also gave a glimpse of Jungkook's message that read, ""Thank you so much for saving my arm... please look after me in the future too! Jungkook."" Sharing the post, he captioned it, ""Thankfully, I was able to do a tattoo cover-up for the worldwide group BTS member Jungkook. Before moving forward with the cover-up, we had plenty of conversations and then carefully looked at the parts that needed to be improved both compositionally and a lot of people who come to me put a lot of meaning into the image when getting a tattoo, and Jungkook also went forward filling with tattoos that each had a meaning."" He added, ""All art can be liked or disliked, but to cover up the arm of a worldwide artist, I tried my best and worked carefully on even the small areas in order to become a fitting tattooist. It was also fun working time for me, and I want to say thank you once again to Jungkook who was happy with the work that is currently covered up in order for my nickname that is drawn on Jungkook's arm to be left with a good meaning, I will do my best to put in the rest of the work coolly. Finally, thank you for the generous compliments about my brand that I have been preparing for 2 years. I will always support the upcoming activities of Jungkook's."" Responding to the post, Jungkook replied, ""Thank you, you are the best !!!""


V took to his Instagram Stories and shared a picture of the number ‘7' on his arm. In several other pictures, an orange flower, a snake and the coloured words 'winners never quit' were also seen on Jungkook's arm. In one of the photos, Jungkook posed for a mirror picture which gave a clear view of his tattoo. He posed with a pout and flashed the peace sign. Meanwhile, V took to his Instagram Stories and shared a picture of the number ‘7' on his arm. The BTS member wore a white outfit as he gave a close-up shot of the tattoo. So far, RM, J-Hope, and Jimin have been seen with the friendship tattoo. Jin and Suga are yet to reveal their tattoos.",2022-06-18T07:00:00Z,2,10
BTS Jungkook at FIFA World Cup 2022: Golden Maknae has cutest reaction as a little girl at Qatar mall treats him to his iconic line,"Jungkook is in Qatar for the FIFA World Cup 2022. He is performing at the inaugural function along with other big musical acts. The Golden Maknae is one of the star performers of the show. He met this little girl at a mall, and her aunt shared the interaction. She said he was a sweet and humble lad. This is the best thing you will see today The girl apparently told Jungkook that she knew who he was but did not know his name. Jungkook gave a surprised reaction. This is the line he had once said in a Hollywood interview when he said he knew the face of his crush (Hollywood actress) but did not know the name Fans have been trying to make Jungkook's Qatar stay as peaceful as possible. But fans have gathered where he is shooting just to wave at him from a distance. Jungkook returned the love He was at the Vendome Mall. It seems he shopped at the Balenciaga outlet. The mall has the best brands from all over the world The pop icon made Bunny Ears on her as her aunt made a small video. Even the bodyguard was smiling. Jungkook looked adorable in the Tik Tok video The girl's aunt said her niece was on cloud nine seeing Jungkook. She wrote on Twitter, That one time you are at the mall and saw #jungkook 
@bts_bighit
 
@Jungkook_SNS
 #JungkookInQatar #JungkookAtFIFAWorldCup We were so surprised! He approached my niece by the door We can see that Jungkook smiled at another kid who greeted him. People are in Qatar from all parts of the world. The vocalist was shopping for some casual wear. His smiles shows how happy he is",2022-11-18T08:00:00Z,1,10
"Happy Birthday Jungkook: BTS' V wishes 'maknae' as he spars with him in new video, J-Hope calls him 'September husband'","Taking to his Instagram Stories, RM posted a photo of Jungkook feasting on a snack. In the photo, Jungkook took a huge bite from a roll as he stood outside near a food truck wearing a black T-shirt. Tagging Jungkook, RM wrote, ""Happy birthday dummy Jungkook."" Suga took to @BTS_twt, the official Twitter account of BTS, and wrote, ""Happy birthday to our maknae (youngest person in a group), have a happy day #It's Suga hyung (elder brother) #JUNGKOOKDAY #The weather is fine."" On his Instagram Stories, J-Hope posted an old video of Jungkook singing along with him. He added several stickers, happy birthday, JK, and also tagged Jungkook. He wrote, ""When we were young."" J-Hope also shared pictures of Jungkook in formal outfits on Twitter. He wrote, ""Happy birthday my bruhhh!!! Hope U best day everrrr (purple heart emoji). -your hope-"" He also added the hashtags--Happy Birthday Jungkook, HAPPY JK DAY, Because I can't without Jungkook 9 years together. J-Hope also posted a brief clip of Jungkook dancing at the launch party of his album Jack In The Box. He shared it with the caption, ""We love your groovyyyy."" He added the hashtags--Jungkook birthday, Jungkookah Thank You For Being Born, and September husband picked faster than anyone else. J-Hope also tweeted, ""Sorry for my fault in my #...#OurYouJungkook #thank you for being by my side Jungkook #Master Jungkook _ May you live forever. #Jungkook must be _unconditionally_happy too."" He also tweeted, ""Just happened lol..."" BTS member V also wished Jungkook with an unseen monochrome video of him sparring with the latter. In the clip, Jungkook acted as V's trainer as they sparred. V captioned the post, ""@Happyjkday @Jungkook let's spar someday @Jungkook stay healthy and have a happy year."" Jungkook auditioned and later chose to be a part of BTS at the age of 14. He was still in school when he debuted with other BTS members-- RM, Jin, Suga, J-Hope, Jimin, and V. Recently, Jungkook released his song Left and Right in collaboration with singer Charlie Puth. BTS will be seen at their show, Yet to Come, in October where they will perform to support South Korea's bid to host the 2030 World Expo in Busan.",2022-09-01T07:00:00Z,2,14
"Allu Arjun matches steps with Kpop group TRI.BE in new song Memu Aagamu, fans say ‘didn’t expect this today’. Watch","In association with Coca Cola and Coke Studio India, Allu Arjun performed in the new music video Memu Aagamu, featuring TRI.BE girls. Sang by Armaan Malik primarily, the video featured Allu Arjun in a rugged look as he showed off his smooth dance moves. It also highlights TRI.BE taking the centre stage alongside Allu Arjun with their soothing vocals. Sharing the video, Allu Arjun wrote in the caption, “So happy to finally bring #MemuAagamuto you! Loved every moment of being part of this one.” The response to the video proves the growing fondness of Kpop in India. Responding to it, a fan wrote, “Allu sir's moves + Armaan's fire vocals + Tribe girls adding sparks to the overall MV = WE WON'T STOP HERE!!!” “Damn didn't expect to see this today. I hope that this will give the girls some popularity in India. All the love to allu arjun and armaan malik for this collab,” added another one. Talking about the song, Armaan shared on YouTube, “A collab like no other! Super excited that Memu Aagamu is finally out there in the world! Hope you all enjoy our song, lots of love!” TRI.BE is among the newest Kpop groups in South Korea, which debuted last year under TR Entertainment and Universal Music Group. Their group members are Songsun, Kelly, Jinha, Hyunbin, Jia, Soeun and Mire. Meanwhile, on Monday, the ball also got rolling on Arjun's Pushpa: The Rule. The makers of the film held a pooja ceremony to mark the occasion. A sequel to last year's hit Pushpa: The Rise, the film also stars Rashmika Mandanna and Fahadh Faazil It’s slated to release this year in December.",2022-08-22T07:00:00Z,2,9
